Round 1,,,Sundance - Blue,,,,,,,,,,,,,,,,,,,,,71.4,131,,,Round 1,,,Sundance - Blue,,,,,,,,,,,,,,,,,,,,,71.4,131,,,,,,,,
Telly,8,,,5,4,5,3,4,6,6,4,3,6,6,5,3,4,4,5,5,6,40,44,84,76,84,,Telly,8,Y,,5,3,5,3,3,6,5,3,3,6,5,4,3,4,4,4,4,6,36,40,76,yes,,7.5,9.9,0.0,4.0,7.0,6.0,1.0
KJ,9,,,7,8,5,5,6,7,8,6,3,5,4,4,4,7,8,6,6,6,55,50,105,96,105,,KJ,9,Y,,7,7,5,5,5,7,7,5,2,5,3,3,4,7,8,5,5,6,50,46,96,yes,,4,5.5,0.0,3.0,2.0,4.0,9.0
CuzNick,10,,,5,5,5,4,5,6,4,5,3,5,4,5,3,7,5,5,5,8,42,47,89,79,89,,CuzNick,10,Y,,5,4,5,4,4,6,3,4,2,5,3,4,3,7,5,4,4,7,37,42,79,yes,,7.5,9.4,0.0,3.0,9.0,4.0,2.0
R-Mac,9,,,4,5,8,4,7,6,5,5,4,5,5,5,4,5,5,4,4,4,48,41,89,80,89,,R-Mac,9,Y,,4,4,8,4,6,6,4,4,3,5,4,4,4,5,5,3,3,4,43,37,80,yes,,6.5,9.2,0.0,1.0,11.0,4.0,2.0
House,9,,,4,4,4,3,7,5,6,6,4,5,5,8,6,6,5,5,6,3,43,49,92,83,92,,House,9,Y,,4,3,4,3,6,5,5,5,3,5,4,7,6,6,5,4,5,3,38,45,83,yes,,7,8.8,0.0,3.0,8.0,2.0,5.0
TJSC,14,,,5,6,6,6,4,5,6,5,4,5,6,6,4,6,7,6,4,5,47,49,96,82,96,,TJSC,14,Y,,4,5,6,5,3,5,5,4,3,5,5,5,3,6,6,5,3,4,40,42,82,yes,,5,8.0,0.0,1.0,8.0,7.0,2.0
DK,16,,,5,5,6,5,6,4,6,4,4,4,7,4,4,5,6,4,5,5,45,44,89,73,89,,DK,16,Y,,4,4,5,4,5,4,5,3,3,4,6,3,3,4,5,3,4,4,37,36,73,yes,,9,11.1,0.0,5.0,8.0,4.0,1.0
Saugy,35,,,4,6,6,5,6,7,7,5,7,8,5,8,4,8,9,7,7,5,53,61,114,79,114,,Saugy,35,Y,,2,4,4,3,4,5,5,3,5,7,3,6,2,6,7,5,5,3,35,44,79,yes,,8,9.3,1.0,5.0,4.0,2.0,6.0
Elger,5,,,5,6,5,4,5,5,6,6,4,5,5,4,4,4,6,3,3,7,46,41,87,82,87,,Elger,5,Y,,5,5,5,4,4,5,5,6,4,5,4,4,4,4,6,2,3,7,43,39,82,yes,,5,8.1,1.0,0.0,8.0,7.0,2.0
Andy,6,,,4,5,6,3,4,4,6,7,4,4,4,5,2,4,5,6,4,5,43,39,82,76,82,,Andy,6,Y,,4,4,6,3,3,4,5,7,4,4,3,4,2,4,5,5,4,5,40,36,76,yes,,8,10.3,0.0,5.0,6.0,6.0,1.0
Jensen,7,,,5,3,6,3,3,5,3,6,3,3,5,4,4,4,5,4,3,7,37,39,76,69,76,,Jensen,7,Y,,5,2,6,3,2,5,2,5,3,3,4,3,4,4,5,3,3,7,33,36,69,yes,,9.5,11.5,4.0,2.0,7.0,4.0,1.0
Pace,10,,,5,6,8,5,4,5,5,4,3,7,5,6,4,5,6,5,5,4,45,47,92,82,92,,Pace,10,Y,,5,5,8,5,3,5,4,3,2,7,4,5,4,5,6,4,4,3,40,42,82,yes,,6,8.2,0.0,4.0,4.0,7.0,3.0
T-Mo,11,,,5,6,6,4,7,5,6,6,3,6,6,4,3,4,6,4,4,6,48,43,91,80,91,,T-Mo,11,Y,,4,5,6,4,6,5,5,5,2,6,5,3,3,4,6,3,3,5,42,38,80,yes,,5.5,8.9,0.0,3.0,5.0,9.0,1.0
Joe O,15,,,5,5,7,4,4,6,5,4,3,7,6,6,7,8,10,6,5,5,43,60,103,88,103,,Joe O,15,Y,,4,4,6,3,3,6,4,3,2,7,5,5,6,8,9,5,4,4,35,53,88,yes,,5.5,7.6,0.0,3.0,5.0,6.0,4.0
Hile,18,,,5,5,7,5,6,6,6,6,5,7,6,4,4,5,8,5,4,5,51,48,99,81,99,,Hile,18,Y,,4,4,6,4,5,5,5,5,4,6,5,3,3,4,7,4,3,4,42,39,81,yes,,5,8.5,0.0,1.0,8.0,8.0,1.0
Weezy,18,,,5,6,7,4,6,6,6,5,4,8,5,6,2,3,6,5,3,7,49,45,94,76,94,,Weezy,18,Y,,4,5,6,3,5,5,5,4,3,7,4,5,1,2,5,4,2,6,40,36,76,yes,,7,9.7,2.0,1.0,8.0,5.0,2.0
,,$0 ,SK C,,,,,,,,,,,,,,,,,,,,,0,,,,,,$80 ,SK C,Saugy,Jensen,,,Jensen,,Jensen,,,Jensen,,,Weezy,Weezy,Telly,Elger,Weezy,,,,10,,,,,288,,,,
,,,SK P,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,CTP,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
